0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,P
100,98.6632,92.3195,89.91,105.5375,100.8714,95.9179,107.2135,114.0156,120.342,114.4515,118.9409,117.1464,123.6512,140.1011,157.3208,160.2486,158.1069,164.7959,168.3734,182.1325,204.6448,186.4016,189.17,194.9642,183.1074,189.5354,189.3181,183.399,169.2756,169.2638,167.7365,159.6165,157.848,136.9348,148.084,147.9016,150.7201,148.0061,156.6408,188.2392,180.8415,183.4156,192.1468,207.3391,202.2329,204.9815,191.3471,195.009,190.8073,184.9969,181.7554,186.5356,199.8799,194.5789,195.5062,201.9174,195.081,186.0436,192.4733,197.3981,97.3981
100,103.7562,100.5356,96.5864,101.4552,111.7235,108.4908,112.6545,114.01,111.806,99.7792,100.5144,102.1125,107.1743,106.2815,116.8505,119.7615,112.227,119.0477,118.6363,119.3848,126.5148,116.6996,103.0948,96.9834,95.4803,88.6153,83.5513,82.2458,83.5785,92.9639,87.0964,81.9186,72.4881,80.8182,72.3425,71.4239,72.3037,71.863,76.6651,68.1726,70.7176,69.04,63.9928,64.7815,68.2135,64.9473,72.0291,65.1494,67.8771,65.9451,65.2244,62.7039,65.1834,63.0608,62.6313,65.0833,73.8492,72.395,74.4806,74.0543,0
100,87.7742,87.9103,101.1388,106.7108,112.4683,94.5194,97.9243,100.8244,106.0687,111.4033,113.5556,125.2425,121.0802,115.7947,114.1599,119.0339,135.6946,125.6958,119.296,119.9299,121.7929,111.5959,115.6468,117.0151,127.3229,126.7858,133.848,144.0217,132.7303,132.8499,128.1838,120.2389,123.3336,111.4488,115.0782,116.273,113.5544,127.5753,120.0516,112.2391,119.4657,113.7505,109.9894,107.6879,115.897,134.1591,129.78,126.8567,132.8679,136.2171,155.1081,155.6645,140.8387,153.2646,145.5083,137.2225,153.42,160.365,164.1711,145.0056,45.0056
100,114.5738,100.9521,104.4212,101.74,100.7754,97.3159,104.2817,102.8834,104.2008,101.6372,114.0721,107.6223,112.4472,109.5821,117.723,115.4572,119.7936,133.6984,123.2174,124.4115,119.9573,130.2895,143.8707,138.9177,127.5035,126.7699,120.1832,124.49,121.4413,107.7639,103.1721,96.1073,90.1767,95.794,103.5107,97.4428,97.4298,103.5286,101.3596,108.9815,113.6014,109.1368,105.1627,108.3751,112.1246,107.5136,102.4111,95.5858,91.0567,85.6117,86.5463,91.9561,99.8377,98.8051,96.3624,105.8067,104.1963,105.1308,106.616,103.3676,3.3676
100,103.914,109.1618,103.7568,101.2825,104.2936,116.3027,109.6491,105.6021,95.9866,89.7058,83.222,87.4601,84.1011,83.9156,78.3885,81.9771,84.0039,74.4015,74.9484,67.5498,63.5689,64.2942,61.712,63.7787,70.0956,61.4051,58.4437,56.9793,53.5311,57.4113,62.0167,66.7221,65.565,60.0487,51.157,48.1629,53.0349,53.1992,47.985,43.5721,39.6213,38.7304,39.4746,38.5472,39.2984,36.3732,35.3827,32.681,34.7088,38.7706,42.0957,36.9928,35.3814,37.3694,35.9266,37.0841,33.5209,30.0368,30.1882,30.5355,0
100,86.9639,78.6603,79.1782,71.5742,76.181,74.5632,68.2794,68.0377,65.808,68.4805,78.6052,78.8736,83.8336,94.6899,98.6933,90.9732,97.8385,94.4828,91.9386,104.8541,110.3644,106.0274,105.9834,112.9495,111.4299,97.5795,101.1572,100.7097,112.8493,104.6837,95.8453,98.9771,99.4213,106.5033,97.5021,96.7979,92.3479,82.0715,81.9533,78.2077,78.6966,78.8735,81.5844,85.4486,83.3083,84.4837,86.7915,90.728,88.182,90.8658,90.1509,92.816,98.8274,94.2731,86.3999,90.7243,91.0194,96.2835,108.5889,108.7237,8.7237
100,99.907,104.9273,109.2247,116.5844,111.9726,121.8583,114.0477,112.6756,113.4435,126.3528,118.8768,114.2301,107.724,108.3906,120.0349,136.3364,133.3581,136.0689,137.678,137.0444,129.7648,124.828,115.9499,122.8722,122.8672,129.2603,123.6432,133.8191,136.9575,147.7768,142.2148,148.714,157.1367,163.4226,190.0654,176.3234,175.1504,164.472,171.6503,161.8152,168.2452,161.4373,135.3025,128.7225,137.629,142.6884,148.9424,141.3768,152.1989,149.6299,143.8585,135.9699,145.2573,151.7749,162.4628,151.8885,157.3972,148.8081,142.5409,148.5096,48.5096
100,106.7623,95.9642,98.878,85.2764,80.9352,79.9983,71.8684,68.6629,73.3836,72.9443,70.0235,71.9762,68.5237,73.9728,76.3742,78.292,81.3396,78.8179,73.7171,69.7665,83.5802,80.32,79.4921,78.1129,73.4389,69.2998,77.7852,74.6832,78.9866,65.5905,64.6095,58.5888,52.9031,52.6125,58.9912,60.6384,55.0816,53.6053,66.9152,65.0861,67.1347,66.3816,63.3716,60.2327,62.723,55.262,57.7017,57.2624,57.6307,56.5908,49.0016,48.8361,48.083,46.8317,42.2693,41.5592,38.7085,39.6681,42.9706,43.8094,0
100,100.4971,108.4223,111.141,101.9159,108.528,100.2023,105.2443,96.53,89.084,91.4795,99.715,108.8897,106.9081,97.1973,96.1662,102.0557,94.5504,91.7187,87.6907,88.9377,90.3438,95.6801,95.6945,100.1273,97.1545,95.7255,97.2307,105.1379,105.5194,100.223,106.9012,97.7081,98.6678,97.11,101.1579,100.6719,104.8624,101.806,99.1526,94.2492,91.2496,90.5404,91.7193,86.6902,91.927,87.9999,71.6078,68.1913,74.0042,79.692,84.9336,85.8727,85.4712,83.8975,81.2036,81.8514,86.1136,84.8908,82.3394,73.5266,0
100,103.0771,108.6027,103.9903,103.1773,109.2401,122.8315,129.1122,125.6853,135.5768,147.3854,134.5663,154.4816,148.1121,147.6874,155.2025,149.7751,155.564,152.1619,140.8311,133.9264,126.896,130.4276,138.3731,137.1728,124.2993,116.638,121.0141,116.1374,111.2768,116.4025,120.5955,116.4378,118.4745,125.4453,133.2677,115.5012,137.4959,147.5263,151.1996,153.4894,156.3306,157.4201,155.9019,152.5677,155.5083,154.1108,172.347,182.9777,181.8028,179.2196,178.4827,170.0635,160.777,143.3318,138.2602,156.109,151.8983,150.9056,143.2737,141.2753,41.2753
100,109.0394,100.3956,96.3917,96.0437,97.7863,92.1127,86.2479,90.1105,79.5556,72.4719,68.9814,66.4406,68.1566,72.9301,77.1866,79.7904,76.6986,85.65,87.585,91.9412,84.7173,93.8069,99.2217,106.33,112.4957,107.7434,97.9329,97.7374,91.6978,92.0354,96.7811,103.4605,103.1612,99.2666,104.457,112.9523,114.1374,110.0754,113.4702,105.0626,100.8375,100.7043,109.9505,101.138,90.2808,93.6015,97.5077,108.0681,100.1975,103.5129,102.7451,100.9783,96.2163,92.0927,85.8792,89.8464,88.856,82.8086,74.1417,70.2966,0
100,96.5361,93.4015,96.309,101.8699,102.8331,111.3632,110.7693,114.0364,114.056,110.6833,118.3505,109.4322,106.5551,108.1262,104.5943,109.7785,112.3219,117.1092,126.2969,122.4379,123.5895,119.6687,125.2245,130.3369,143.5325,135.0923,111.3897,111.1668,121.8392,119.49,136.1675,121.0819,111.2505,110.8551,98.2516,97.4476,101.3443,94.9141,89.9427,85.6161,88.3265,93.5387,85.3158,91.9302,85.8912,87.7747,92.2858,95.5494,98.1019,99.8769,105.0783,124.7068,120.4124,120.1629,108.867,111.0849,130.2465,118.8511,109.0183,112.4967,12.4967
100,98.7512,91.1287,83.5272,91.4253,92.6253,94.0448,98.8056,95.9028,98.6959,101.18,104.1706,97.6279,91.8426,84.483,84.0081,81.7097,83.1379,89.776,90.6742,96.8819,85.0223,83.9009,78.2793,83.0421,92.3007,96.8657,88.5763,87.3855,87.1132,76.8434,75.9559,85.6419,87.0284,85.639,91.4782,83.0425,71.7376,77.4923,72.1132,74.0918,69.1503,78.2233,75.8345,83.0385,84.1382,83.709,79.9937,77.2398,74.8105,78.2036,75.7074,72.9287,77.9082,82.4636,84.765,77.8624,73.7104,74.7127,67.8244,66.1619,0
100,94.1738,102.7932,101.62,103.5121,106.4203,102.9868,99.791,100.2825,99.3001,103.2194,96.0032,100.9652,105.8416,92.8535,107.4524,103.3184,103.1315,114.3399,116.1591,113.1125,108.3446,116.9177,128.6958,134.9173,141.0712,132.5144,123.2283,118.3868,107.4493,107.9092,102.8648,106.1265,105.7004,105.4272,113.2648,114.5058,103.1255,116.7765,115.8626,111.848,113.1252,105.1158,103.8095,104.1007,118.0264,114.2313,103.4751,96.1358,106.1476,105.7672,108.5162,99.2322,93.2859,100.3923,101.1426,105.826,107.8961,106.8166,107.5735,102.8634,2.8634
100,95.3415,100.5227,102.7046,102.7596,108.1773,103.3659,103.2619,114.2832,128.7204,133.3152,143.2893,145.1591,142.1202,134.1946,136.8381,145.858,136.6981,141.4752,132.0973,124.3673,119.5463,115.3401,115.2384,121.075,133.4527,129.9995,134.7025,139.3371,146.6047,149.8685,150.2956,160.7168,153.4196,151.1205,151.3473,148.4242,147.0602,147.6728,145.4223,132.6979,147.4395,142.0647,134.8426,139.2434,137.4103,132.2102,145.1231,141.3387,156.1315,165.7908,160.671,171.6846,194.93,190.7104,191.6083,185.8233,175.7432,155.6518,169.8119,172.2095,72.2095
100,119.2832,131.2144,123.0149,136.464,144.8225,156.8634,177.1239,181.192,198.4764,201.22,200.3382,216.0109,217.029,215.6732,209.9382,207.2454,215.0499,213.523,209.7992,220.561,242.9741,232.0889,234.0784,214.002,214.7748,245.0328,253.405,246.4392,258.2002,229.0554,193.6711,189.8633,185.128,180.0764,176.2319,170.1298,167.0414,155.2231,155.2185,153.1711,146.9242,155.0293,155.5529,162.8665,175.6658,191.2747,191.3322,187.0439,173.4273,194.0485,207.6514,213.0163,220.3143,212.3203,222.9231,221.8738,236.1433,259.0907,237.017,223.0924,123.0924
100,101.4507,107.0638,101.8347,100.5211,103.2729,109.6047,108.7214,114.3743,116.7408,120.5527,118.4109,111.0579,111.6059,113.953,121.1684,122.6346,122.1086,113.1658,118.7029,123.7894,132.1847,129.8203,152.0138,148.6796,167.807,163.8037,148.9705,149.3436,146.5425,152.2748,144.8686,147.2515,151.8807,150.6974,145.5365,154.3097,154.6192,151.1599,155.2334,146.3855,144.5058,144.415,135.5436,136.9977,136.7129,140.0808,124.6118,110.8534,107.243,104.3295,106.4749,108.943,104.3675,108.1695,109.6083,105.6234,111.5344,102.1621,101.6592,100.4014,0.4014
100,96.2067,98.5641,89.2983,93.5602,98.3169,88.3606,92.3092,92.7232,97.522,106.3562,115.1306,109.8214,107.0932,106.1586,101.1266,94.2665,98.6343,97.0352,102.3356,101.6034,102.3228,96.2513,94.5448,91.3895,95.2488,96.7767,107.0006,107.7598,118.6434,108.4959,105.675,98.2207,94.8202,99.7075,101.9801,105.4504,104.0265,109.1199,125.5342,134.6102,128.095,107.8245,101.9559,97.8906,100.617,94.4632,103.0462,108.2809,108.6754,103.5807,105.6044,99.5706,101.7143,104.0452,112.0054,132.1135,134.782,131.7773,131.5683,140.2708,40.2708
100,97.6545,78.3154,69.3589,69.2341,69.5519,76.5432,70.3545,78.6675,71.3642,71.4955,67.2807,63.6433,65.8509,68.9962,70.0998,67.0287,62.8194,65.1547,66.0038,66.7359,60.929,61.7082,69.1276,73.0755,68.3481,68.041,67.7945,63.5901,63.6301,71.5705,72.656,77.7984,82.5219,87.2626,89.7002,84.3228,82.2974,84.7734,86.0122,78.3506,81.9485,80.6472,85.4241,81.7055,78.6889,69.1763,70.373,74.2845,76.6346,75.2421,70.4928,66.7359,73.7105,74.3492,76.6904,74.6763,70.6401,71.5812,76.4643,86.8809,0
100,96.1134,84.5962,76.7251,70.7953,70.5118,69.6713,63.2783,68.9949,67.6366,63.5319,63.3613,64.8695,63.2033,60.7691,63.4894,65.8137,62.5071,60.585,65.8082,66.1673,75.4257,74.7907,77.6573,75.765,77.871,69.9889,66.8182,65.3072,64.8758,67.7836,70.0074,66.1094,65.3697,67.3317,65.8354,67.5876,63.2329,65.1696,60.5153,60.2105,64.0588,59.6553,60.2203,60.8994,61.0826,67.3343,73.7561,76.9003,79.7721,79.6784,85.487,77.6914,77.8361,77.7986,75.7092,75.559,83.365,77.7286,63.6278,56.465,0
100,95.9155,100.7406,112.0537,118.2238,102.9869,94.1882,97.8397,110.9993,106.335,99.6671,104.6982,104.0648,106.4171,108.904,98.9912,87.195,87.3873,91.0736,92.5391,93.7653,103.0256,107.9196,122.6655,123.5656,103.3735,104.9582,107.113,98.7019,111.8653,122.0991,120.5718,99.2176,97.2115,104.098,98.3174,80.643,73.9618,74.6639,78.3169,74.6922,73.7944,71.1023,72.5097,75.7333,71.7873,70.4895,72.7485,77.0013,69.8867,71.6209,69.4444,71.4764,68.8127,65.7981,67.9574,67.0424,70.4759,68.2393,70.6135,76.3656,0
100,108.1271,100.0702,99.3154,86.4236,80.5612,72.5972,71.4252,73.5629,71.6164,77.1523,81.7658,78.5391,79.3918,82.5079,82.6805,81.7881,96.9378,96.4208,101.4443,102.2426,102.802,104.0661,101.7584,98.803,95.4963,96.5913,102.4157,97.2152,96.5127,96.3567,97.0684,90.7992,94.4155,102.6172,93.5845,95.2188,93.7947,91.9206,98.1852,107.1706,108.82,105.1788,102.612,114.0051,115.2038,111.7575,107.4995,105.5995,106.719,104.3507,94.1043,87.995,79.6508,85.53,88.9087,93.0567,83.7681,75.1531,74.7474,76.4168,0
100,95.3226,101.4081,94.201,88.0017,92.3549,86.1795,79.2118,82.8219,78.0817,80.8724,80.9956,75.1996,79.6892,72.4926,71.3001,77.0759,76.8664,73.9353,71.4653,66.981,71.0234,78.4072,74.1735,82.3107,80.2051,82.0997,87.0693,85.3597,81.6434,86.6193,94.6122,93.3866,99.9507,92.098,94.8992,91.2714,94.3482,98.8179,107.6136,113.9449,111.8262,125.1226,132.2373,131.8398,125.4632,134.783,128.049,119.3481,126.3791,128.722,126.6478,127.4452,124.8126,117.4917,103.2306,100.7073,106.1717,100.6791,95.6631,84.6144,0
100,89.022,93.2711,93.8029,83.1775,86.0763,87.7969,89.1996,95.228,88.6375,91.2575,90.9903,90.4878,85.9425,87.1059,84.909,80.21,83.2505,77.7681,81.0529,81.0064,80.4471,80.5013,77.3014,73.7634,71.0053,70.6722,71.8179,73.4045,78.4586,80.7443,88.5789,85.4462,85.5083,87.9637,86.9438,85.2557,82.7058,87.3222,77.1614,74.85,71.3021,75.8314,71.2858,71.3997,71.9673,73.6357,71.203,70.082,71.2305,69.7786,71.3786,72.3701,69.9487,71.0896,71.1066,72.9466,88.3436,89.7261,88.56,104.1124,4.1124
100,103.4577,107.9592,99.9337,98.7535,101.5271,102.439,103.0696,95.4925,86.4709,81.209,75.3413,66.3553,61.6603,53.9915,53.0329,51.2682,49.5041,46.9881,44.2197,48.3065,50.5696,50.9407,51.518,48.3314,45.6003,43.1632,43.9978,43.9969,42.0333,40.2249,39.4167,39.4263,39.6263,42.3365,42.0463,41.1229,40.8639,41.7722,39.4626,37.1692,35.2999,32.2896,30.4482,33.1869,30.5794,30.6622,31.7072,32.2267,32.521,30.3079,29.9102,29.0237,26.5596,26.5599,28.0495,26.6438,27.3277,27.5206,27.2224,25.768,0
